id	age	sexe	nivetud	qualif	freres.soeurs	clso	trav.imp	trav.satisf	hard.rock	lecture.bd	peche.chasse	cuisine	bricol	cinema	sport	heures.tv
1456	40	Femme	2eme_cycle	Ouvrier_specialise	1	Oui	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Non	Non	3
1458	32	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	6	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	2
1459	48	Femme	Enseignement_technique_ou_professionnel_court	Employe	8	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	0
1466	26	Homme	1er_cycle	Ouvrier_specialise	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1468	51	Homme	1er_cycle	Ouvrier_qualifie	1	Oui	Le_plus_important	Equilibre	Non	Non	Oui	Non	Non	Non	Non	2
1469	32	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1
1473	48	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1
1475	45	Femme	Enseignement_technique_ou_professionnel_court	Employe	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	2
1478	36	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	3
1481	39	Homme	Enseignement_technique_ou_professionnel_court	Technicien	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1483	45	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	0	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	4
1484	36	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	2
1492	32	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	0.6
1494	43	Homme	2eme_cycle	Cadre	2	Oui	Le_plus_important	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	2
1496	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1
1500	55	Homme	N'a_jamais_fait_d'etudes	Ouvrier_qualifie	11	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	1
1502	25	Homme	2eme_cycle	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	1
1504	57	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	3
1507	59	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	2
1508	48	Femme	Derniere_annee_d'etudes_primaires	Employe	8	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	3
1512	31	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Oui	0
1513	49	Homme	Enseignement_technique_ou_professionnel_court	Employe	5	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Non	Non	3
1514	38	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	2
1515	58	Homme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	1
1519	39	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Non	3
1520	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	4
1521	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1522	39	Homme	2eme_cycle	Technicien	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	3
1524	37	Homme	2eme_cycle	Cadre	7	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1
1525	37	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	3
1527	48	Homme	Enseignement_technique_ou_professionnel_court	Cadre	5	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	1.4
1528	51	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Oui	Non	Non	Oui	Oui	Oui	1
1529	27	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	10	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
1530	29	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0
1531	52	Femme	2eme_cycle	Profession_intermediaire	4	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	2
1535	35	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	3
1536	37	Homme	Enseignement_superieur_y_compris_technique_superieur	Autre	0	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Oui	1
1543	44	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Oui	Non	Non	2
1546	53	Homme	1er_cycle	Ouvrier_qualifie	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1548	55	Homme	Enseignement_technique_ou_professionnel_long	Cadre	4	Non	Peu_important	Insatisfaction	Non	Non	Non	Non	Non	Non	Non	1
1552	34	Homme	Enseignement_technique_ou_professionnel_court	Employe	3	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	0
1554	36	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	3
1555	52	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	1
1556	33	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.6
1557	43	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1558	57	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	1
1560	23	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	0	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Non	Oui	Oui	0.1
1561	29	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	1	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	3
1562	28	Homme	2eme_cycle	Employe	8	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Non	Non	0.4
1563	36	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Oui	Oui	Non	2
1567	45	Femme	2eme_cycle	Employe	6	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	2
1571	50	Femme	Enseignement_technique_ou_professionnel_court	Autre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	2
1572	44	Homme	1er_cycle	Ouvrier_specialise	5	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	5
1574	52	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	2
1576	32	Homme	1er_cycle	Ouvrier_qualifie	3	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Oui	Oui	2
1577	54	Homme	2eme_cycle	Profession_intermediaire	3	Non	Peu_important	Equilibre	Non	Non	Non	Non	Oui	Non	Oui	3
1578	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	6	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	1
1579	41	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	0
1580	27	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Non	Oui	Oui	2
1583	48	Homme	1er_cycle	Profession_intermediaire	2	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Oui	Oui	Non	Oui	Non	2
1584	26	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1585	29	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	3
1589	52	Femme	Derniere_annee_d'etudes_primaires	Employe	9	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	1
1593	36	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	1
1594	30	Homme	2eme_cycle	Employe	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	2
1597	39	Femme	Enseignement_technique_ou_professionnel_court	Employe	5	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	4
1598	34	Femme	Enseignement_technique_ou_professionnel_long	Employe	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	3
1601	47	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1602	38	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	2
1603	34	Femme	1er_cycle	Employe	22	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1609	39	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Non	Non	Oui	2
1613	56	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	2
1616	53	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	2
1618	37	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Oui	0
1625	34	Femme	Enseignement_superieur_y_compris_technique_superieur	Technicien	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	0
1629	27	Femme	Enseignement_superieur_y_compris_technique_superieur	Autre	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	0.1
1630	48	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	3
1631	37	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	4
1632	48	Homme	Enseignement_technique_ou_professionnel_court	Technicien	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	0
1635	60	Femme	Enseignement_technique_ou_professionnel_long	Employe	0	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	3
1637	31	Homme	1er_cycle	Employe	6	Ne_sait_pas	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	4
1641	23	Homme	Enseignement_technique_ou_professionnel_long	Ouvrier_qualifie	2	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Oui	Oui	Oui	Oui	Oui	6
1642	52	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	1	Non	Peu_important	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Oui	3
1643	57	Homme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Employe	7	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Oui	4
1646	23	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1648	27	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Oui	Oui	Oui	2
1649	44	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	3
1650	42	Femme	Enseignement_technique_ou_professionnel_court	Employe	5	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
1651	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	1
1652	41	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	3
1653	40	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	3
1654	41	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Oui	Oui	4
1655	40	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	4
1656	39	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	1
1657	48	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Non	Oui	Non	2
1658	52	Femme	1er_cycle	Ouvrier_specialise	4	Non	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Non	Non	3
1659	50	Femme	2eme_cycle	Autre	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Oui	0.6
1661	20	Homme	2eme_cycle	Ouvrier_specialise	5	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1662	53	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	0
1665	23	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Oui	Non	Non	Oui	Non	Non	Non	3
1669	44	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	0
1670	35	Homme	Enseignement_technique_ou_professionnel_long	Cadre	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	2
1672	39	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1.7
1673	48	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Non	Non	Oui	Oui	1
1674	42	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0
1675	56	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	3
1676	40	Homme	2eme_cycle	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	2
1677	40	Femme	1er_cycle	Employe	9	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
1678	58	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Oui	Oui	1
1682	43	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	3
1687	51	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	4
1690	27	Homme	Enseignement_superieur_y_compris_technique_superieur	Ouvrier_specialise	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1693	45	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	4	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1694	33	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	0.7
1695	37	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Oui	Non	Oui	Oui	Oui	Oui	1
1696	26	Femme	1er_cycle	Employe	4	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Oui	Non	1
1699	47	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	1
1700	54	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	6	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	2
1701	36	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	2
1702	28	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	3
1704	60	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.9
1705	43	Femme	Enseignement_technique_ou_professionnel_long	Technicien	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1706	44	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	0.3
1709	35	Femme	Enseignement_technique_ou_professionnel_long	Employe	6	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	3
1711	55	Homme	2eme_cycle	Employe	9	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Non	Non	2
1713	39	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Oui	1
1714	49	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	1
1717	45	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	5	Oui	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Non	2
1718	54	Femme	Derniere_annee_d'etudes_primaires	Employe	6	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	1
1722	52	Femme	2eme_cycle	Technicien	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	2
1724	36	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1725	45	Homme	Enseignement_technique_ou_professionnel_court	Cadre	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	0.4
1729	31	Femme	Enseignement_technique_ou_professionnel_long	Ouvrier_specialise	0	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1
1731	57	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	2
1732	55	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Peu_important	Equilibre	Non	Non	Oui	Non	Oui	Non	Non	2
1733	50	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Aussi_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Oui	Non	6
1734	49	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	3
1738	52	Femme	1er_cycle	Employe	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	0
1742	31	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	2
1743	25	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	2
1747	37	Femme	2eme_cycle	Employe	6	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	0.3
1748	48	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	8	Non	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
1751	47	Femme	Enseignement_superieur_y_compris_technique_superieur	Autre	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Non	Oui	Oui	Oui	0.7
1752	50	Femme	Derniere_annee_d'etudes_primaires	Employe	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	2
1753	38	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Oui	4
1754	43	Femme	1er_cycle	Employe	2	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
1758	45	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Oui	Oui	Oui	1.4
1759	44	Homme	1er_cycle	Ouvrier_qualifie	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	6
1762	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	5	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Oui	3
1763	25	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1764	47	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	10	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	0
1765	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	2
1766	43	Homme	2eme_cycle	Technicien	5	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	3
1769	51	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	7	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	2
1770	41	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	2
1771	54	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Oui	Non	Non	Oui	Oui	Oui	2
1772	41	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	1
1773	52	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1775	44	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	0
1778	45	Homme	Enseignement_superieur_y_compris_technique_superieur	Autre	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	2
1779	36	Femme	Enseignement_technique_ou_professionnel_court	Employe	6	Oui	Peu_important	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	3
1780	46	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Oui	Oui	0.6
1781	29	Femme	1er_cycle	Ouvrier_specialise	3	Non	Le_plus_important	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0
1784	45	Femme	1er_cycle	Employe	8	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1
1786	30	Homme	Enseignement_technique_ou_professionnel_long	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	2
